region,segment,OrderDate,UnitPrice,orderQuantity,stateOrProvince,year,totalCost,month
South,Rose / Sparkling Wine,27.06.2011,85.99,8.0,Australian Capital Territory,2011,687.92,6
South,Rose / Sparkling Wine,03.04.2011,200.99,7.0,Australian Capital Territory,2011,1406.93,4
South,Rose / Sparkling Wine,21.11.2011,499.99,34.0,Australian Capital Territory,2011,16999.66,11
South,Rose / Sparkling Wine,10.05.2013,159.99,10.0,Australian Capital Territory,2013,1599.9,5
South,Rose / Sparkling Wine,19.09.2010,30.73,16.0,Australian Capital Territory,2010,491.68,9
South,Rose / Sparkling Wine,14.07.2012,90.97,3.0,Australian Capital Territory,2012,272.91,7
South,Rose / Sparkling Wine,09.11.2012,28.48,20.0,Australian Capital Territory,2012,569.6,11
South,Rose / Sparkling Wine,26.07.2010,195.99,2.0,Australian Capital Territory,2010,391.98,7
South,Rose / Sparkling Wine,25.06.2010,200.99,11.0,Australian Capital Territory,2010,2210.89,6
South,Rose / Sparkling Wine,22.05.2013,19.98,6.0,Australian Capital Territory,2013,119.88,5
South,Rose / Sparkling Wine,06.07.2010,20.95,7.0,Australian Capital Territory,2010,146.65,7
South,Rose / Sparkling Wine,11.12.2013,20.99,15.0,Australian Capital Territory,2013,314.85,12
South,Rose / Sparkling Wine,19.06.2011,400.97,8.0,Australian Capital Territory,2011,3207.76,6
South,Rose / Sparkling Wine,16.12.2013,205.99,10.0,Australian Capital Territory,2013,2059.9,12
South,Rose / Sparkling Wine,26.07.2013,15.98,11.0,Australian Capital Territory,2013,175.78,7
South,Rose / Sparkling Wine,26.09.2011,90.97,21.0,Australian Capital Territory,2011,1910.37,9
South,Rose / Sparkling Wine,17.11.2011,99.99,24.0,Australian Capital Territory,2011,2399.76,11
South,Rose / Sparkling Wine,26.04.2011,300.97,2.0,Australian Capital Territory,2011,601.94,4
South,Rose / Sparkling Wine,27.03.2013,39.98,8.0,Australian Capital Territory,2013,319.84,3
South,Rose / Sparkling Wine,19.11.2012,306.14,41.0,Australian Capital Territory,2012,12551.74,11
East,Rose / Sparkling Wine,03.02.2012,39.48,31.0,New South Wales,2012,1223.88,2
East,Rose / Sparkling Wine,24.04.2013,96.45,13.0,New South Wales,2013,1253.85,4
East,Rose / Sparkling Wine,06.05.2013,299.99,64.0,New South Wales,2013,19199.36,5
East,Rose / Sparkling Wine,03.05.2012,65.99,64.0,New South Wales,2012,4223.36,5
East,Rose / Sparkling Wine,23.01.2013,115.99,52.0,New South Wales,2013,6031.48,1
East,Rose / Sparkling Wine,18.10.2013,65.99,105.0,New South Wales,2013,6928.95,10
East,Rose / Sparkling Wine,05.09.2013,442.14,23.0,New South Wales,2013,10169.22,9
East,Rose / Sparkling Wine,17.03.2012,115.79,9.0,New South Wales,2012,1042.11,3
East,Rose / Sparkling Wine,16.10.2012,65.99,18.0,New South Wales,2012,1187.82,10
East,Rose / Sparkling Wine,02.06.2013,20.99,12.0,New South Wales,2013,251.88,6
East,Rose / Sparkling Wine,18.03.2012,73.98,6.0,New South Wales,2012,443.88,3
East,Rose / Sparkling Wine,28.12.2010,119.99,15.0,New South Wales,2010,1799.85,12
East,Rose / Sparkling Wine,11.04.2012,115.99,11.0,New South Wales,2012,1275.89,4
East,Rose / Sparkling Wine,29.12.2010,205.99,13.0,New South Wales,2010,2677.87,12
East,Rose / Sparkling Wine,14.04.2013,20.99,1.0,New South Wales,2013,20.99,4
East,Rose / Sparkling Wine,09.04.2010,40.98,7.0,New South Wales,2010,286.86,4
East,Rose / Sparkling Wine,05.06.2011,85.99,6.0,New South Wales,2011,515.94,6
East,Rose / Sparkling Wine,20.08.2011,7.99,19.0,New South Wales,2011,151.81,8
East,Rose / Sparkling Wine,10.11.2012,65.99,1.0,New South Wales,2012,65.99,11
East,Rose / Sparkling Wine,11.06.2013,125.99,17.0,New South Wales,2013,2141.83,6
East,Rose / Sparkling Wine,20.10.2010,65.99,14.0,New South Wales,2010,923.86,10
East,Rose / Sparkling Wine,04.12.2010,205.99,6.0,New South Wales,2010,1235.94,12
East,Rose / Sparkling Wine,26.08.2011,35.99,20.0,New South Wales,2011,719.8,8
East,Rose / Sparkling Wine,18.11.2010,39.99,3.0,New South Wales,2010,119.97,11
East,Rose / Sparkling Wine,27.02.2013,125.99,4.0,New South Wales,2013,503.96,2
East,Rose / Sparkling Wine,18.03.2010,20.99,5.0,New South Wales,2010,104.95,3
East,Rose / Sparkling Wine,12.03.2011,125.99,5.0,New South Wales,2011,629.95,3
East,Rose / Sparkling Wine,12.03.2011,125.99,3.0,New South Wales,2011,377.97,3
East,Rose / Sparkling Wine,20.10.2010,125.99,18.0,New South Wales,2010,2267.82,10
East,Rose / Sparkling Wine,06.02.2013,65.99,11.0,New South Wales,2013,725.89,2
East,Rose / Sparkling Wine,25.05.2013,200.99,8.0,New South Wales,2013,1607.92,5
East,Rose / Sparkling Wine,25.11.2010,205.99,11.0,New South Wales,2010,2265.89,11
East,Rose / Sparkling Wine,10.04.2012,99.99,13.0,New South Wales,2012,1299.87,4
East,Rose / Sparkling Wine,15.05.2010,30.98,11.0,New South Wales,2010,340.78,5
East,Rose / Sparkling Wine,30.01.2013,19.98,11.0,New South Wales,2013,219.78,1
East,Rose / Sparkling Wine,04.03.2010,205.99,2.0,New South Wales,2010,411.98,3
East,Rose / Sparkling Wine,11.09.2011,15.98,17.0,New South Wales,2011,271.66,9
East,Rose / Sparkling Wine,01.03.2010,3499.99,1.0,New South Wales,2010,3499.99,3
East,Rose / Sparkling Wine,09.10.2010,152.48,1.0,New South Wales,2010,152.48,10
East,Rose / Sparkling Wine,05.08.2013,65.99,8.0,New South Wales,2013,527.92,8
East,Rose / Sparkling Wine,18.07.2011,17.98,3.0,New South Wales,2011,53.94,7
East,Rose / Sparkling Wine,01.06.2013,50.98,7.0,New South Wales,2013,356.86,6
East,Rose / Sparkling Wine,01.02.2012,95.99,12.0,New South Wales,2012,1151.88,2
East,Rose / Sparkling Wine,03.02.2011,55.94,10.0,New South Wales,2011,559.4,2
East,Rose / Sparkling Wine,09.05.2013,55.99,2.0,New South Wales,2013,111.98,5
East,Rose / Sparkling Wine,28.11.2013,100.98,11.0,New South Wales,2013,1110.78,11
East,Rose / Sparkling Wine,09.04.2013,20.99,4.0,New South Wales,2013,83.96,4
East,Rose / Sparkling Wine,26.07.2012,55.94,11.0,New South Wales,2012,615.34,7
East,Rose / Sparkling Wine,16.02.2013,125.99,11.0,New South Wales,2013,1385.89,2
East,Rose / Sparkling Wine,27.11.2011,65.99,20.0,New South Wales,2011,1319.8,11
East,Rose / Sparkling Wine,27.11.2011,65.99,17.0,New South Wales,2011,1121.83,11
East,Rose / Sparkling Wine,16.02.2010,699.99,4.0,New South Wales,2010,2799.96,2
East,Rose / Sparkling Wine,19.08.2013,125.99,10.0,New South Wales,2013,1259.9,8
East,Rose / Sparkling Wine,29.03.2013,28.48,13.0,New South Wales,2013,370.24,3
East,Rose / Sparkling Wine,13.08.2011,20.99,4.0,New South Wales,2011,83.96,8
East,Rose / Sparkling Wine,03.08.2012,96.45,5.0,New South Wales,2012,482.25,8
East,Rose / Sparkling Wine,31.01.2013,39.48,6.0,New South Wales,2013,236.88,1
East,Rose / Sparkling Wine,01.12.2011,55.99,16.0,New South Wales,2011,895.84,12
East,Rose / Sparkling Wine,20.06.2013,65.99,7.0,New South Wales,2013,461.93,6
East,Rose / Sparkling Wine,27.01.2013,115.99,2.0,New South Wales,2013,231.98,1
East,Rose / Sparkling Wine,05.08.2011,17.48,20.0,New South Wales,2011,349.6,8
East,Rose / Sparkling Wine,10.07.2012,199.99,11.0,New South Wales,2012,2199.89,7
East,Rose / Sparkling Wine,07.12.2012,17.98,20.0,New South Wales,2012,359.6,12
East,Rose / Sparkling Wine,03.06.2013,65.99,3.0,New South Wales,2013,197.97,6
East,Rose / Sparkling Wine,09.04.2013,28.48,11.0,New South Wales,2013,313.28,4
East,Rose / Sparkling Wine,13.04.2013,20.99,3.0,New South Wales,2013,62.97,4
East,Rose / Sparkling Wine,22.04.2011,35.99,5.0,New South Wales,2011,179.95,4
East,Rose / Sparkling Wine,03.10.2013,99.99,7.0,New South Wales,2013,699.93,10
East,Rose / Sparkling Wine,13.08.2013,17.48,6.0,New South Wales,2013,104.88,8
East,Rose / Sparkling Wine,20.11.2010,442.14,6.0,New South Wales,2010,2652.84,11
East,Rose / Sparkling Wine,01.02.2011,100.98,1.0,New South Wales,2011,100.98,2
East,Rose / Sparkling Wine,04.10.2013,35.99,19.0,New South Wales,2013,683.81,10
East,Rose / Sparkling Wine,19.06.2011,17.98,17.0,New South Wales,2011,305.66,6
East,Rose / Sparkling Wine,23.11.2011,155.99,16.0,New South Wales,2011,2495.84,11
East,Rose / Sparkling Wine,23.04.2013,155.99,9.0,New South Wales,2013,1403.91,4
East,Rose / Sparkling Wine,05.01.2013,119.99,14.0,New South Wales,2013,1679.86,1
East,Rose / Sparkling Wine,24.03.2012,20.99,1.0,New South Wales,2012,20.99,3
East,Rose / Sparkling Wine,19.09.2010,39.48,8.0,New South Wales,2010,315.84,9
East,Rose / Sparkling Wine,24.08.2012,155.99,24.0,New South Wales,2012,3743.76,8
East,Rose / Sparkling Wine,21.10.2012,32.98,20.0,New South Wales,2012,659.6,10
East,Rose / Sparkling Wine,09.05.2013,35.77,9.0,New South Wales,2013,321.93,5
East,Rose / Sparkling Wine,04.07.2012,30.98,3.0,New South Wales,2012,92.94,7
East,Rose / Sparkling Wine,20.06.2011,8.46,12.0,New South Wales,2011,101.52,6
East,Rose / Sparkling Wine,16.12.2013,35.99,25.0,New South Wales,2013,899.75,12
East,Rose / Sparkling Wine,15.11.2012,400.97,25.0,New South Wales,2012,10024.25,11
North,Rose / Sparkling Wine,04.10.2013,205.99,90.0,Northern Territory,2013,18539.1,10
North,Rose / Sparkling Wine,05.05.2013,152.48,16.0,Northern Territory,2013,2439.68,5
North,Rose / Sparkling Wine,25.12.2013,20.99,32.0,Northern Territory,2013,671.68,12
North,Rose / Sparkling Wine,25.12.2013,125.99,10.0,Northern Territory,2013,1259.9,12
North,Rose / Sparkling Wine,25.06.2012,140.99,21.0,Northern Territory,2012,2960.79,6
North,Rose / Sparkling Wine,04.03.2013,22.98,10.0,Northern Territory,2013,229.8,3
North,Rose / Sparkling Wine,18.10.2010,65.99,17.0,Northern Territory,2010,1121.83,10
North,Rose / Sparkling Wine,16.06.2011,195.99,13.0,Northern Territory,2011,2547.87,6
North,Rose / Sparkling Wine,02.06.2013,26.31,12.0,Northern Territory,2013,315.72,6
North,Rose / Sparkling Wine,08.05.2012,30.73,14.0,Northern Territory,2012,430.22,5
North,Rose / Sparkling Wine,05.06.2012,22.24,6.0,Northern Territory,2012,133.44,6
North,Rose / Sparkling Wine,07.10.2010,77.51,1.0,Northern Territory,2010,77.51,10
North,Rose / Sparkling Wine,14.06.2013,205.99,10.0,Northern Territory,2013,2059.9,6
North,Rose / Sparkling Wine,21.03.2011,28.48,11.0,Northern Territory,2011,313.28,3
North,Rose / Sparkling Wine,10.05.2012,43.22,2.0,Northern Territory,2012,86.44,5
North,Rose / Sparkling Wine,10.05.2012,22.24,3.0,Northern Territory,2012,66.72,5
North,Rose / Sparkling Wine,11.08.2012,65.99,10.0,Northern Territory,2012,659.9,8
North,Rose / Sparkling Wine,17.12.2011,65.99,1.0,Northern Territory,2011,65.99,12
North,Rose / Sparkling Wine,25.03.2013,4.98,1.0,Northern Territory,2013,4.98,3
North,Rose / Sparkling Wine,02.03.2013,35.99,11.0,Northern Territory,2013,395.89,3
North,Rose / Sparkling Wine,11.04.2013,110.99,9.0,Northern Territory,2013,998.91,4
North,Rose / Sparkling Wine,09.07.2013,125.99,5.0,Queensland,2013,629.95,7
North,Rose / Sparkling Wine,11.04.2012,65.99,12.0,Queensland,2012,791.88,4
North,Rose / Sparkling Wine,18.08.2012,65.99,22.0,Queensland,2012,1451.78,8
North,Rose / Sparkling Wine,25.11.2013,140.99,15.0,Queensland,2013,2114.85,11
North,Rose / Sparkling Wine,21.12.2013,145.45,9.0,Queensland,2013,1309.05,12
North,Rose / Sparkling Wine,05.02.2012,500.97,1.0,Queensland,2012,500.97,2
North,Rose / Sparkling Wine,17.07.2011,125.99,15.0,Queensland,2011,1889.85,7
North,Rose / Sparkling Wine,06.12.2012,20.95,15.0,Queensland,2012,314.25,12
North,Rose / Sparkling Wine,07.01.2010,65.99,3.0,Queensland,2010,197.97,1
North,Rose / Sparkling Wine,19.11.2012,8.32,1.0,Queensland,2012,8.32,11
North,Rose / Sparkling Wine,06.10.2011,119.99,7.0,Queensland,2011,839.93,10
North,Rose / Sparkling Wine,22.12.2011,152.48,10.0,Queensland,2011,1524.8,12
North,Rose / Sparkling Wine,02.03.2012,19.98,10.0,Queensland,2012,199.8,3
North,Rose / Sparkling Wine,19.04.2010,199.99,5.0,Queensland,2010,999.95,4
North,Rose / Sparkling Wine,30.07.2012,264.98,14.0,Queensland,2012,3709.72,7
South,Rose / Sparkling Wine,20.10.2012,125.99,33.0,South Australia,2012,4157.67,10
South,Rose / Sparkling Wine,27.01.2013,115.99,8.0,South Australia,2013,927.92,1
South,Rose / Sparkling Wine,18.08.2010,549.99,18.0,South Australia,2010,9899.82,8
South,Rose / Sparkling Wine,18.08.2013,29.99,18.0,South Australia,2013,539.82,8
South,Rose / Sparkling Wine,26.02.2012,7.28,3.0,South Australia,2012,21.84,2
South,Rose / Sparkling Wine,26.03.2013,55.99,1.0,South Australia,2013,55.99,3
South,Rose / Sparkling Wine,12.11.2011,85.99,15.0,South Australia,2011,1289.85,11
South,Rose / Sparkling Wine,07.06.2013,32.98,2.0,South Australia,2013,65.96,6
South,Rose / Sparkling Wine,12.11.2012,17.98,8.0,South Australia,2012,143.84,11
South,Rose / Sparkling Wine,16.11.2010,65.99,20.0,South Australia,2010,1319.8,11
South,Rose / Sparkling Wine,23.08.2011,100.97,20.0,South Australia,2011,2019.4,8
South,Rose / Sparkling Wine,13.05.2011,125.99,6.0,South Australia,2011,755.94,5
South,Rose / Sparkling Wine,29.10.2011,30.98,4.0,South Australia,2011,123.92,10
South,Rose / Sparkling Wine,14.11.2011,20.97,24.0,South Australia,2011,503.28,11
South,Rose / Sparkling Wine,06.02.2011,40.98,7.0,South Australia,2011,286.86,2
South,Rose / Sparkling Wine,11.04.2013,150.98,8.0,South Australia,2013,1207.84,4
South,Rose / Sparkling Wine,22.01.2012,17.48,8.0,South Australia,2012,139.84,1
South,Rose / Sparkling Wine,03.05.2013,65.99,8.0,South Australia,2013,527.92,5
South,Rose / Sparkling Wine,19.03.2010,65.99,5.0,South Australia,2010,329.95,3
South,Rose / Sparkling Wine,29.06.2013,205.99,17.0,South Australia,2013,3501.83,6
South,Rose / Sparkling Wine,03.09.2012,65.99,4.0,South Australia,2012,263.96,9
South,Rose / Sparkling Wine,26.08.2012,35.99,22.0,Australian Capital Territory,2012,791.78,8
South,Rose / Sparkling Wine,14.05.2010,95.99,13.0,South Australia,2010,1247.87,5
South,Rose / Sparkling Wine,15.07.2010,3499.99,1.0,South Australia,2010,3499.99,7
South,Rose / Sparkling Wine,07.07.2013,45.99,5.0,South Australia,2013,229.95,7
South,Rose / Sparkling Wine,12.02.2013,35.99,2.0,Australian Capital Territory,2013,71.98,2
South,Rose / Sparkling Wine,21.07.2010,30.73,12.0,South Australia,2010,368.76,7
South,Rose / Sparkling Wine,28.06.2013,55.99,14.0,South Australia,2013,783.86,6
South,Rose / Sparkling Wine,10.08.2010,85.99,16.0,South Australia,2010,1375.84,8
South,Rose / Sparkling Wine,03.03.2012,15.98,11.0,South Australia,2012,175.78,3
South,Rose / Sparkling Wine,10.11.2013,80.98,12.0,South Australia,2013,971.76,11
South,Rose / Sparkling Wine,09.04.2013,499.99,3.0,South Australia,2013,1499.97,4
South,Rose / Sparkling Wine,27.07.2012,90.97,4.0,South Australia,2012,363.88,7
South,Rose / Sparkling Wine,19.06.2012,65.99,2.0,South Australia,2012,131.98,6
South,Rose / Sparkling Wine,02.05.2012,200.99,44.0,Tasmania,2012,8843.56,5
South,Rose / Sparkling Wine,20.12.2010,1360.14,22.0,Tasmania,2010,29923.08,12
South,Rose / Sparkling Wine,19.12.2011,55.99,11.0,Tasmania,2011,615.89,12
South,Rose / Sparkling Wine,15.07.2012,145.45,10.0,Tasmania,2012,1454.5,7
South,Rose / Sparkling Wine,18.04.2010,300.97,4.0,Tasmania,2010,1203.88,4
South,Rose / Sparkling Wine,25.05.2011,175.99,12.0,Tasmania,2011,2111.88,5
South,Rose / Sparkling Wine,07.02.2013,65.99,7.0,Tasmania,2013,461.93,2
South,Rose / Sparkling Wine,25.07.2011,35.99,2.0,Tasmania,2011,71.98,7
South,Rose / Sparkling Wine,18.01.2013,205.99,1.0,Tasmania,2013,205.99,1
South,Rose / Sparkling Wine,15.04.2011,73.98,1.0,Tasmania,2011,73.98,4
South,Rose / Sparkling Wine,07.08.2010,65.99,22.0,Tasmania,2010,1451.78,8
South,Rose / Sparkling Wine,04.06.2010,999.99,1.0,Tasmania,2010,999.99,6
South,Rose / Sparkling Wine,23.05.2010,77.51,17.0,Tasmania,2010,1317.67,5
South,Rose / Sparkling Wine,04.12.2012,205.99,19.0,Tasmania,2012,3913.81,12
South,Rose / Sparkling Wine,28.04.2012,65.99,8.0,Tasmania,2012,527.92,4
South,Rose / Sparkling Wine,25.05.2010,4.77,9.0,Tasmania,2010,42.93,5
South,Rose / Sparkling Wine,01.11.2011,45.99,27.0,Tasmania,2011,1241.73,11
South,Rose / Sparkling Wine,11.08.2010,90.97,14.0,Tasmania,2010,1273.58,8
South,Rose / Sparkling Wine,11.04.2013,499.99,1.0,Tasmania,2013,499.99,4
South,Rose / Sparkling Wine,07.03.2010,517.48,5.0,Tasmania,2010,2587.4,3
South,Rose / Sparkling Wine,24.01.2012,23.99,13.0,Tasmania,2012,311.87,1
South,Rose / Sparkling Wine,01.01.2013,49.99,12.0,Tasmania,2013,599.88,1
South,Rose / Sparkling Wine,10.03.2012,28.48,1.0,Tasmania,2012,28.48,3
South,Rose / Sparkling Wine,27.06.2012,73.98,14.0,Tasmania,2012,1035.72,6
South,Rose / Sparkling Wine,26.12.2011,115.99,11.0,Tasmania,2011,1275.89,12
South,Rose / Sparkling Wine,08.02.2010,179.99,4.0,Victoria,2010,719.96,2
South,Rose / Sparkling Wine,25.11.2010,125.99,20.0,Victoria,2010,2519.8,11
South,Rose / Sparkling Wine,17.07.2010,119.99,13.0,Victoria,2010,1559.87,7
South,Rose / Sparkling Wine,06.06.2011,23.99,11.0,Victoria,2011,263.89,6
South,Rose / Sparkling Wine,14.12.2011,20.99,1.0,Victoria,2011,20.99,12
South,Rose / Sparkling Wine,15.06.2011,145.45,2.0,Victoria,2011,290.9,6
South,Rose / Sparkling Wine,07.05.2012,4.77,3.0,Victoria,2012,14.31,5
South,Rose / Sparkling Wine,28.01.2012,297.64,11.0,Victoria,2012,3274.04,1
South,Rose / Sparkling Wine,13.03.2010,99.99,6.0,Victoria,2010,599.94,3
South,Rose / Sparkling Wine,28.03.2013,28.38,8.0,Victoria,2013,227.04,3
South,Rose / Sparkling Wine,30.06.2012,125.99,14.0,Victoria,2012,1763.86,6
South,Rose / Sparkling Wine,09.02.2013,35.99,10.0,Victoria,2013,359.9,2
South,Rose / Sparkling Wine,03.01.2010,110.99,2.0,Victoria,2010,221.98,1
South,Rose / Sparkling Wine,09.09.2012,205.99,13.0,Victoria,2012,2677.87,9
South,Rose / Sparkling Wine,30.08.2011,17.48,17.0,Victoria,2011,297.16,8
South,Rose / Sparkling Wine,09.12.2013,80.97,23.0,Victoria,2013,1862.31,12
South,Rose / Sparkling Wine,23.10.2013,100.97,22.0,Victoria,2013,2221.34,10
South,Rose / Sparkling Wine,24.02.2012,175.99,14.0,Victoria,2012,2463.86,2
South,Rose / Sparkling Wine,11.06.2010,65.99,10.0,Victoria,2010,659.9,6
South,Rose / Sparkling Wine,23.03.2013,599.99,1.0,Victoria,2013,599.99,3
South,Rose / Sparkling Wine,25.10.2012,205.99,20.0,Victoria,2012,4119.8,10
South,Rose / Sparkling Wine,10.03.2013,205.99,7.0,Victoria,2013,1441.93,3
South,Rose / Sparkling Wine,04.07.2011,150.98,14.0,Victoria,2011,2113.72,7
South,Rose / Sparkling Wine,28.09.2012,29.99,10.0,Victoria,2012,299.9,9
West,Rose / Sparkling Wine,18.03.2013,155.99,20.0,Western Australia,2013,3119.8,3
West,Rose / Sparkling Wine,06.12.2012,125.99,62.0,Western Australia,2012,7811.38,12
West,Rose / Sparkling Wine,10.01.2011,9.78,24.0,Western Australia,2011,234.72,1
West,Rose / Sparkling Wine,11.02.2013,2036.48,7.0,Western Australia,2013,14255.36,2
West,Rose / Sparkling Wine,03.11.2011,808.49,3.0,Western Australia,2011,2425.47,11
West,Rose / Sparkling Wine,14.09.2013,20.99,36.0,Western Australia,2013,755.64,9
West,Rose / Sparkling Wine,16.02.2010,699.99,15.0,Western Australia,2010,10499.85,2
West,Rose / Sparkling Wine,29.07.2010,5.02,42.0,Western Australia,2010,210.84,7
West,Rose / Sparkling Wine,13.03.2011,115.99,8.0,Western Australia,2011,927.92,3
West,Rose / Sparkling Wine,03.08.2012,96.45,20.0,Western Australia,2012,1929.0,8
West,Rose / Sparkling Wine,03.09.2011,99.99,13.0,Western Australia,2011,1299.87,9
West,Rose / Sparkling Wine,29.09.2011,90.97,71.0,Western Australia,2011,6458.87,9
West,Rose / Sparkling Wine,05.02.2010,500.98,10.0,Western Australia,2010,5009.8,2
West,Rose / Sparkling Wine,10.07.2012,195.99,10.0,Western Australia,2012,1959.9,7
West,Rose / Sparkling Wine,15.04.2013,155.99,5.0,Western Australia,2013,779.95,4
West,Rose / Sparkling Wine,07.02.2012,99.99,3.0,Western Australia,2012,299.97,2
West,Rose / Sparkling Wine,19.06.2011,20.99,3.0,Western Australia,2011,62.97,6
West,Rose / Sparkling Wine,24.05.2011,14.48,2.0,Western Australia,2011,28.96,5
West,Rose / Sparkling Wine,02.05.2012,205.99,13.0,Western Australia,2012,2677.87,5
West,Rose / Sparkling Wine,08.03.2011,115.99,2.0,Western Australia,2011,231.98,3
West,Rose / Sparkling Wine,14.01.2010,115.99,5.0,Western Australia,2010,579.95,1
West,Rose / Sparkling Wine,20.08.2012,9.99,7.0,Western Australia,2012,69.93,8
West,Rose / Sparkling Wine,10.11.2013,2.12,14.0,Western Australia,2013,29.68,11
West,Rose / Sparkling Wine,04.08.2010,3502.14,1.0,Western Australia,2010,3502.14,8
West,Rose / Sparkling Wine,06.02.2012,200.99,8.0,Western Australia,2012,1607.92,2
West,Rose / Sparkling Wine,24.12.2012,120.97,13.0,Western Australia,2012,1572.61,12
West,Rose / Sparkling Wine,17.05.2011,55.99,15.0,Western Australia,2011,839.85,5
West,Rose / Sparkling Wine,11.05.2013,65.99,8.0,Western Australia,2013,527.92,5
West,Rose / Sparkling Wine,14.08.2010,175.99,7.0,Western Australia,2010,1231.93,8
West,Rose / Sparkling Wine,29.03.2010,40.98,7.0,Western Australia,2010,286.86,3
West,Rose / Sparkling Wine,18.02.2012,442.14,13.0,Western Australia,2012,5747.82,2
West,Rose / Sparkling Wine,04.09.2012,449.99,23.0,Western Australia,2012,10349.77,9
West,Rose / Sparkling Wine,07.06.2012,55.99,17.0,Western Australia,2012,951.83,6
West,Rose / Sparkling Wine,09.10.2010,125.99,22.0,Western Australia,2010,2771.78,10
West,Rose / Sparkling Wine,11.02.2010,2036.48,2.0,Western Australia,2010,4072.96,2
West,Rose / Sparkling Wine,09.11.2013,73.98,19.0,Western Australia,2013,1405.62,11
West,Rose / Sparkling Wine,28.04.2013,90.97,9.0,Western Australia,2013,818.73,4
West,Rose / Sparkling Wine,04.08.2011,14.48,1.0,Western Australia,2011,14.48,8
West,Rose / Sparkling Wine,29.07.2011,20.95,9.0,Western Australia,2011,188.55,7
West,Rose / Sparkling Wine,07.08.2013,535.64,22.0,Western Australia,2013,11784.08,8
West,Rose / Sparkling Wine,12.08.2012,179.99,8.0,Western Australia,2012,1439.92,8
West,Rose / Sparkling Wine,07.07.2012,3502.14,1.0,Western Australia,2012,3502.14,7
